Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
2087;Danilo Pereira;POR;MF;Paris S-G;Ligue 1;30;1991;27;22;2038;22.cze;0.22;0.84;0.35;42.1;0.26;0.63;10.maj;0;0;0;65.3;69.1;94.5;1220.1;277.3;25;26.lut;95.1;32.1;33.5;96;lip.17;08.maj;89;0;0.22;kwi.29;0.22;0;lut.52;69.1;68.2;0.93;0.75;0.09;sie.72;sty.64;0;0;0;0;0;61.2;04.gru;mar.81;mar.19;63.8;0.88;0.18;0.18;65.3;0.04;0.58;01.lut;0.35;0.88;0.62;0;0.04;0.04;0.04;0.13;0;0;0;0;0;0;0;sty.68;01.cze;0.58;0.88;0.22;0.53;sty.42;37.5;0.88;11.maj;03.maj;26.cze;03.maj;cze.59;sty.81;01.lis;0.44;0;0.66;01.wrz;mar.58;sty.15;0.04;77.4;mar.58;19.lip;52.7;09.gru;0.97;76.5;0.4;0.8;50;0.4;0;58.2;242.8;116.2;mar.23;0.88;0;0.35;0.49;63.4;60.9;96.1;0.93;0.09;0;0;0.97;sty.19;0.04;0;01.cze;0;0;0;sie.27;sty.33;0.8;62.5
2088;Ricardo Pereira;POR;DF;Leicester City;Premier League;28;1993;14;13;991;11;0.09;0.91;0.18;20;0.1;0.5;16.mar;0;0;0;47.3;58.7;80.5;738.5;252;26.kwi;29.sty;90.6;18.sty;21.mar;85;lut.36;maj.55;42.6;0.27;0.91;sty.55;sty.36;0.27;mar.45;58.7;49.2;wrz.55;0.27;0;08.wrz;0.64;sty.55;0;0;0;0;36.6;11.maj;10.cze;cze.73;40.3;sty.36;wrz.27;0;47.3;0;0.36;02.wrz;lut.55;02.wrz;sty.73;0;0.27;0;0;0.09;0.55;0.36;0;0.09;0;0;0.09;04.wrz;lut.27;lut.18;sty.36;0.55;sty.82;mar.55;51.3;sty.73;17.cze;maj.64;32;cze.91;lip.36;mar.36;lut.45;0.36;0;02.wrz;lut.27;cze.36;lut.91;0;72.5;mar.55;22.lip;35.6;18.lut;sty.91;63.5;0.91;sty.45;62.5;0.91;0.18;43;177.1;109.8;maj.82;sty.64;0.36;0.82;0.55;47.5;42.6;89.7;sty.36;0.27;0;0;0.73;sty.55;0;sty.55;lut.27;0;0;0;lip.36;02.wrz;1;67.6
2089;Gastón Pereiro;URU;FWMF;Cagliari;Serie A;26;1995;29;9;975;10.sie;0.37;sty.94;0.83;42.9;0.19;0.44;20.lut;0;0;0;21.cze;34;63.5;386.5;106.8;wrz.44;12.cze;75;lip.78;11.maj;67.7;mar.33;07.kwi;47.4;0.19;sty.67;02.kwi;01.lut;0.46;lut.31;34;30.kwi;mar.61;01.lis;0;sie.89;01.mar;lut.59;sty.48;0.56;0.37;0;18.maj;maj.74;wrz.72;25.kwi;5;0.93;0.65;0;21.cze;0;0.46;lut.22;sty.94;mar.61;lut.22;0.74;0.37;0.19;0.09;0;0.28;0.19;0.09;0;0;0;0;0.83;0.37;0.28;0.46;0.09;0.37;sty.76;21.sty;sty.39;23.lut;06.lis;26.mar;kwi.17;sie.98;10.sty;01.lut;0.09;0;01.lis;0.28;01.lis;0.37;0;42.1;0.65;kwi.17;20.kwi;20.sie;lut.87;38.7;01.lut;sty.67;61.1;01.lut;0.28;29.sty;198;122.1;07.maj;lut.41;01.lis;sty.48;01.lis;42.6;30.2;70.9;03.sie;0.09;0;0;sty.67;0.83;0.19;lut.59;0.37;0;0;0;maj.56;lut.31;mar.33;41
2090;Luan Peres Petroni;BRA;DF;Marseille;Ligue 1;27;1994;34;29;2679;29.sie;0;0.1;0;0;0;0;25.lut;0;0;0;58.2;65.5;88.9;1078;301.2;24.cze;26.maj;93;26;28.kwi;91.4;cze.85;wrz.36;73.1;0.07;0.57;kwi.53;0.27;0.17;lut.75;65.5;58.5;cze.98;sty.51;0;sie.42;sty.71;0.81;0;0;0;0;49.9;08.lut;lip.58;52.5;kwi.97;sty.54;05.kwi;0.03;58.2;0.1;0.74;0.91;0.5;sty.14;0.91;0.07;0;0;0.03;0.13;0.13;0.07;0.03;0;0;0;0.03;lut.42;0.91;sty.34;0.77;0.3;0.81;sty.54;52.2;0.74;09.cze;lut.68;29.cze;kwi.16;mar.72;sty.17;lut.15;0.47;0;sty.68;sty.91;kwi.33;lut.21;0.03;75.4;04.wrz;25;44.1;12;0.54;68.7;0.5;0.67;75;0.5;0.03;50.5;260.3;147.7;05.cze;sty.91;0.1;0.67;0.37;52.9;51.6;97.6;0.64;0.2;0;0;0.77;0.84;0;0.81;0.91;0;0.03;0.03;lip.35;sty.44;0.6;70.5
2091;Dor Peretz;ISR;MF;Venezia;Serie A;27;1995;18;4;585;06.maj;0;0.77;0;0;0;0;16.sie;0;0;0;28;36.3;77.1;479.7;126.9;13.maj;16.sie;80.7;11.lut;13.kwi;83.9;lut.62;mar.85;68;0.15;0.77;mar.23;0;0;lut.15;36.3;34.6;sty.69;sty.23;0;cze.92;0.62;0.15;0;0;0;0;26;kwi.15;cze.15;kwi.31;26.wrz;lut.15;0.46;0.77;28;0.15;0.62;lut.15;sty.54;0.92;0.92;0;0;0;0;0;0.15;0.15;0;0;0;0;0;mar.54;lut.62;sty.54;sty.38;0.62;sty.69;mar.85;44;lut.15;18;maj.54;30.sie;cze.77;09.sie;lut.15;sty.38;0.62;0;0.77;0.77;kwi.31;sty.69;0;47.8;mar.38;14.sie;28.cze;cze.77;0.77;46.3;0.62;sty.38;44.4;0.62;0;26.wrz;123.8;64.5;lut.31;0.77;0;sty.38;0.92;33.8;30.cze;90.5;01.sie;0.31;0;0;sty.85;sty.69;0;0.15;lut.62;0;0;0;lip.23;2;sty.54;56.5
2092;Roberto Pereyra;ARG;MFFW;Udinese;Serie A;31;1991;24;22;1794;19.wrz;0.15;sty.41;0.35;25;0.07;0.29;16.cze;0.05;0.05;0.1;36.1;42.2;85.6;581.8;156.9;18.maj;20.mar;91.1;13.wrz;16;86.8;lut.66;mar.77;70.7;0.25;sty.36;lut.86;sty.46;0.1;mar.97;42.2;40.1;lut.16;sty.31;0.1;cze.43;0.55;sty.26;0.3;0.05;0.1;0;32.8;maj.33;04.lip;cze.63;34;0.85;0.35;0.25;36.1;0.15;0.5;0.85;01.sty;lut.81;lut.26;0.05;0.25;0.2;0.05;0;0.4;0.25;0;0.1;0.05;0;0;0.7;0.45;0.3;0.2;0.2;0.25;01.sty;25;0.75;15.kwi;mar.42;22.lut;kwi.42;cze.83;04.gru;sty.46;0.25;0;sty.21;01.sty;sty.71;0.35;0;53.3;01.cze;sie.74;28.mar;21.lip;kwi.37;51.3;01.lis;lut.36;46.8;sty.16;0.1;40.3;274.5;155.6;07.kwi;lut.66;0.85;sty.81;02.sty;45.6;39.1;85.8;kwi.17;0.5;0.05;0.05;sty.81;sty.86;0.05;sty.26;0.45;0;0;0;lip.84;0.2;0.75;21.sty
2093;Ayoze Pérez;ESP;MFFW;Leicester City;Premier League;28;1993;14;6;445;04.wrz;0.41;lut.24;sty.22;54.5;0.18;0.33;15;0;0;0;24.lip;31.6;78.1;383.9;106.7;13.wrz;16.wrz;81.9;lip.96;10.lut;78;sty.84;lut.65;69.2;0.61;sty.84;sty.84;sty.22;0;04.sie;31.6;31;0.61;0;0;10.lut;0.61;0.82;0;0;0;0;21.cze;cze.53;mar.47;lut.86;25.sty;sty.22;0.2;01.lut;24.lip;0.2;0.61;sty.22;sty.43;mar.67;lut.86;0;0.41;0.2;0;0.2;0.41;0.41;0;0;0;0;0;sty.63;sty.22;0.41;01.lut;0.2;0.41;lut.24;18.lut;sty.84;26.sty;cze.73;25.sie;cze.33;12.lip;lip.14;lut.24;0.41;0;sty.84;sty.84;mar.47;0.61;0;49.8;sty.22;wrz.18;26.sty;18.lut;kwi.29;49.2;sty.63;mar.27;50;sty.84;0.2;33.9;146.7;87.8;maj.71;lut.65;0.82;lut.45;mar.27;47.1;34.5;73.2;lip.35;0;0.2;0;sty.63;lut.45;0;0.82;sty.22;0;0;0;06.gru;sty.63;mar.27;33.3
2094;Carles Pérez;ESP;MFFW;Roma;Serie A;24;1998;19;3;554;06.lut;0.16;kwi.52;sty.29;28.cze;0.04;0.13;20.sie;0.16;0;0;33.9;40;84.7;576.5;126.5;18.kwi;20.cze;89.1;12.sty;13.kwi;90.4;03.cze;kwi.68;65.5;0.16;sty.94;lut.26;sty.45;0;02.wrz;40;36.3;mar.71;0.16;0.16;maj.65;sty.45;sty.13;lut.42;sty.45;0.48;0;31;04.mar;5;33.7;kwi.19;0.65;sty.13;0.32;33.9;0;0.16;sty.61;sty.29;maj.16;lut.42;0.65;0.65;0.81;0.48;0.16;0.16;0.16;0;0;0;0;0;sty.13;0.65;0.32;0.32;0.48;0.32;sty.77;18.lut;sty.45;22.wrz;07.sty;31;maj.16;08.cze;wrz.68;sty.13;0;0;sty.13;0.48;sty.61;0;0;53.7;0;kwi.35;20.mar;34.8;maj.32;50;sty.94;mar.71;52.2;sty.94;0.32;41;251.9;153.4;wrz.68;kwi.52;sty.29;sty.45;sty.94;47.1;38.4;81.5;cze.61;0.32;0;0;02.sty;sty.29;0;sty.13;0.65;0;0;0;lip.58;0;sty.61;0
2095;Iñigo Pérez;ESP;MF;Osasuna;La Liga;34;1988;10;4;338;03.sie;0.26;01.maj;0.26;25;0.25;1;26.maj;0.26;0;0;25.sie;39.7;64.9;522.9;183.2;10.sie;14.lip;73.2;10;12.wrz;77.6;kwi.74;11.sty;42.9;0;02.lis;mar.95;sty.58;0.79;kwi.74;39.7;34.5;maj.26;sty.32;0;kwi.74;mar.68;mar.42;mar.68;01.maj;sty.84;0.53;22.sty;maj.26;12.kwi;34.5;lut.89;sty.32;0.26;0.53;25.sie;0.26;sty.32;02.lis;sty.58;lut.37;02.lis;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79;0;0.79;sie.95;lut.37;26.maj;lut.63;kwi.74;sty.58;0.79;0;0;0.79;0.79;0.79;01.maj;0;45.5;01.maj;maj.79;22.kwi;19.lip;0.79;40;0;0.53;0;0.26;0;28.kwi;118.4;69.7;lut.89;0.79;0;0.79;01.maj;41.1;31.6;76.9;lut.63;0;0;0;0;0.79;0;mar.42;0;0;0;0;maj.79;0.26;lut.89;08.mar
2096;Juan Pérez;ESP;GK;Osasuna;La Liga;25;1996;2;2;180;2;0;0;0;0;0;0;0;0;0;0;08.maj;21;40.5;319.5;214.5;1;1;100;3;3;100;04.maj;17;26.maj;0;0;0;0;0;0;21;15;6;01.maj;0;0;1;0;0;0;0;0;6;0;15;5;11.maj;0;0;3;08.maj;0;1;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;23;20.maj;23;0;0;0;17;0;0;0;0;0;11.maj;50;33.5;0;0;0;0;0;9;9;100;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0
2097;Kike Pérez;ESP;FWMF;Elche;La Liga;25;1997;12;5;519;05.sie;0.34;sty.72;0.86;50;0.2;0.4;21.lut;0;0;0;31.lip;42.9;73.9;566.4;155;14.lip;17.wrz;81.7;12.kwi;16.lip;74.2;mar.79;maj.86;64.7;0;sty.21;mar.79;0.52;0;lut.76;42.9;40.9;02.lip;0.86;0.17;10.maj;0.86;0;0.52;0.17;0.34;0;30.maj;kwi.31;08.sty;31.6;maj.86;lut.41;0.52;0.52;31.lip;0.69;0.86;01.wrz;sty.55;03.sty;02.lip;0.34;0.17;0.17;0.17;0.17;0;0;0;0;0;0;0;lut.24;sty.21;0.34;sty.21;0.69;0.34;sty.38;25;01.mar;18.sty;5;27.cze;cze.21;sie.45;mar.45;sty.72;0.17;0;sty.55;0.86;03.sty;0.69;0;55.5;sty.21;lip.76;32.2;20;sty.72;53.6;01.mar;02.lip;50;sty.38;0;36.6;216.4;109;maj.86;lut.24;0;sty.55;lut.59;46.6;38.8;83.3;lut.76;0.17;0;0;mar.62;01.mar;0.17;0;sty.21;0;0;0;sie.28;lut.59;mar.28;44.1
2098;Lucas Pérez;ESP;FW;Elche;La Liga;33;1988;18;16;1266;14.sty;0.14;0.99;0.35;35.7;0.14;0.4;14.wrz;0;0;0;19.cze;27.kwi;71.3;326.8;77;11.mar;13.maj;83.2;05.lis;07.mar;69.9;lut.55;maj.39;47.4;0.07;0.78;sty.28;0.64;0.07;sty.63;27.kwi;23.sty;kwi.33;sty.56;0.14;kwi.54;sty.56;sty.42;01.lip;0.85;0.64;0;19.sty;mar.19;05.lis;23.kwi;03.gru;0.35;0.14;0.28;19.cze;0.28;0.78;sty.13;0.71;sty.77;01.cze;0.28;0.21;0;0.21;0;0.21;0;0.07;0.07;0;0.07;0;0.14;0;0.07;0.07;0;0.14;0.57;25;0.43;13.sty;03.maj;23.lut;sty.35;lip.38;04.kwi;0.43;0.07;0;0.35;0.35;0.5;0.35;0;35.2;0.43;02.lut;17.lip;17.lip;02.lut;31.sty;0.85;sty.28;66.7;0.85;0.14;24.mar;111.3;52.9;mar.83;sty.21;0.14;lut.34;01.cze;40.1;24.lip;61.6;04.lis;0;0;0;0.57;sty.21;0.71;sty.42;0;0.07;0;0;mar.76;0.14;01.cze;11.sie
2099;Lucas Pérez;ESP;FWMF;Cádiz;La Liga;33;1988;15;11;1060;11.sie;0.25;sty.36;0.42;31.mar;0.19;0.6;13.sie;0.25;0;0;23.kwi;32;73;429.6;116.4;11.kwi;13.sty;87.1;lip.54;wrz.92;76.1;03.wrz;lip.88;49.5;0.17;02.gru;sty.44;sty.44;0.51;sty.95;32;26;06.lut;01.lut;0.34;cze.27;02.lut;02.lut;kwi.24;02.mar;sty.19;0;19.wrz;04.lip;08.maj;26.lip;mar.64;01.sty;0.17;0.17;23.kwi;0.25;0.93;01.sty;0.51;mar.31;02.gru;01.lut;0;0.08;0.08;0;0.17;0.17;0;0;0;0;0;0.51;0.42;0.25;0.17;0.08;0.17;sty.27;13.mar;01.sty;19.lut;kwi.41;23;mar.14;sie.31;lip.71;0.25;0.08;0;0.17;0.17;0.68;0.34;0;38.6;0.34;lut.46;16.maj;21.wrz;mar.39;32.4;0.25;0.76;33.3;0.25;0.08;24.wrz;122.1;50.6;lut.71;sty.27;0.25;sty.27;sty.69;38.2;25.wrz;67.8;maj.34;0.08;0;0;0.59;0.93;0.85;02.lut;0.42;0;0;0;kwi.66;0.25;lut.63;08.sie
2100;Nehuén Pérez;ARG;DF;Udinese;Serie A;21;2000;20;19;1692;18.sie;0;0.53;0.05;10;0;0;09.wrz;0;0;0;32;41;78.1;647.5;250.2;11.mar;12.sie;88.4;15.kwi;18.lut;84.5;kwi.79;sie.51;56.3;0.05;0.32;lut.23;0.16;0;01.lip;41;33.4;lip.55;sty.65;0;kwi.79;sty.28;0.05;0;0;0;0;24.lip;05.maj;11.lut;06.lip;25.cze;sty.91;maj.59;0.05;32;0.16;0.64;sty.65;0.74;0.69;0.53;0.11;0.05;0;0;0;0.16;0.11;0.05;0;0;0;0;lut.82;sty.38;sty.38;sty.17;0.27;01.cze;sty.76;60.6;0.69;14.cze;kwi.84;33.2;lip.34;cze.17;01.cze;02.lut;0.64;0.05;sty.38;sty.54;kwi.36;lut.71;0;51.4;07.maj;25.lut;24.sty;5;01.gru;44.1;0.43;0.9;47.1;0.48;0.11;25.sty;153.1;91.6;lut.34;0.69;0.05;0.32;0.21;26.cze;25.kwi;95.4;0.32;0.32;0;0;sty.76;0.48;0;0.05;sty.38;0;0.05;0;08.mar;sty.86;sty.91;49.3
2101;Mattia Perin;ITA;GK;Juventus;Serie A;29;1992;5;5;405;04.maj;0;0;0;0;0;0;0;0;0;0;24.lut;30.kwi;79.6;633.6;269.8;maj.78;maj.78;100;11.mar;11.sie;96.2;07.lis;12.wrz;55.2;0;0;0.22;0;0;0;30.kwi;22.lip;lip.78;2;0;sty.78;lut.67;0;0;0;0;0;20.lut;0.44;wrz.78;cze.89;19.mar;0;0;03.lis;24.lut;0;sty.33;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.sie;29.sty;31.sie;0.22;0;0;24.lut;0;0;0;0;0;15.sie;54.9;24.lut;0;0;0;0;0;16.kwi;16.kwi;100;0;0;0;0;0;0.22;0;0;0;0;0;0;kwi.67;0;0;0
2102;Ivan Periši?;CRO;DF;Inter;Serie A;33;1989;35;35;2821;31.mar;0.26;sty.44;0.51;35.6;0.16;0.44;14.lip;0;0.03;0.03;35.8;49;73.1;683.5;250.1;16.sty;19.lut;83.7;14.sty;18.maj;76.3;05.maj;sie.69;58.1;0.19;sty.92;02.kwi;sty.95;0.93;04.wrz;49;42.7;cze.36;0.22;0.03;06.sty;01.maj;04.lip;0.03;0;0.03;0;26.sty;10.kwi;12.maj;15;23.kwi;lut.88;06.sty;0.32;35.8;0.19;01.wrz;lut.17;02.sie;mar.39;lut.84;0.16;0.16;0.1;0;0.13;0.42;0.35;0;0.03;0.03;0;0;sty.31;0.93;0.73;0.22;0.35;0.67;sty.73;38.9;01.maj;11.maj;mar.23;28;lut.65;kwi.44;kwi.44;sty.92;0.22;0;sty.69;sty.95;mar.26;01.maj;0.03;58.3;lut.46;13.maj;22.lip;26;kwi.98;52;0.73;sty.47;50;0.83;0.06;34.4;214.1;139.4;cze.26;lut.14;sty.37;0.99;0.54;43.4;37.9;87.2;kwi.19;0.13;0;0;0.96;0.22;0.42;04.lip;0.93;0;0;0;cze.77;sty.79;sty.21;59.6
2103;Sonny Perkins;ENG;FW;West Ham;Premier League;18;2004;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;100;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;33.3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;100
2104;Diego Perotti;ARG;FWMF;Salernitana;Serie A;33;1988;11;1;287;03.lut;0;lut.81;0.63;22.lut;0;0;17.maj;0.31;0;0.31;34.7;45.9;75.5;530.9;159.4;19.sty;21.cze;88.4;12.maj;15.cze;80;sty.88;cze.56;28.cze;0;sty.56;sty.88;sty.56;0.94;mar.75;45.9;41.3;kwi.69;sty.88;0;sie.13;0.63;kwi.69;sty.56;sty.25;0.31;0;30.wrz;kwi.69;10.mar;5;36.3;sty.88;0.94;0.31;34.7;0.31;0.31;0.94;sty.25;mar.13;mar.13;0;0;0;0;0;0.63;0.63;0;0;0;0;0;04.cze;sty.88;02.maj;0.94;0.63;sty.56;kwi.38;35.7;lut.81;30.mar;cze.56;21.cze;lip.81;12.lut;10.mar;sty.25;0;0;sty.25;sty.25;maj.31;0.94;0;63.1;02.maj;wrz.38;30.wrz;29.kwi;kwi.69;58.4;0.94;sty.88;50;0.94;0;39.1;271.9;171.3;sie.13;04.cze;sty.25;lut.19;mar.13;49.7;40;80.5;mar.75;0.31;0;0;sty.56;mar.13;0;kwi.69;sty.88;0;0;0;10.cze;sty.56;02.maj;38.5
2105;Romain Perraud;FRA;DF;Southampton;Premier League;24;1997;20;18;1623;18;0;01.cze;0.17;15.sie;0;0;20.mar;0;0;0;27.mar;41.7;65.6;415.3;177.3;15.cze;18.sty;86.2;wrz.61;15.lut;63.1;sty.33;05.maj;24.lut;0.06;0.56;sty.61;0.78;0.28;lut.44;41.7;33.2;08.maj;0.33;0;maj.61;0.67;lut.72;0.17;0;0.11;0;21.lut;sie.72;11.lip;29.cze;02.cze;sty.33;8;0.06;27.mar;0.11;0.67;sty.56;lut.67;01.maj;01.lis;0.06;0.11;0.11;0.06;0.06;0.17;0.17;0;0;0;0;0;02.lis;01.lis;01.cze;0.78;0.28;0.89;sty.56;57.1;0.67;18.sty;kwi.72;26.lut;08.lis;6;mar.94;sty.67;0.39;0.06;sty.28;sty.33;mar.44;lut.56;0;53.1;mar.22;14.cze;21.kwi;19.lip;01.maj;44.8;0.5;sty.22;40.9;0.67;0;31;163.6;86.1;03.maj;sty.17;0.22;0.94;0.61;32.7;28.mar;86.7;lut.44;0.17;0;0;sty.94;01.lis;0;lut.72;01.lis;0;0;0;lip.22;1;sty.67;37.5
2106;Lucas Perrin;FRA;DF;Strasbourg;Ligue 1;23;1998;31;29;2502;27.sie;0.04;0.32;0.11;33.3;0.11;0.33;15;0;0;0;43.6;51.2;85;936.8;355.8;13.lut;14.lut;92.9;22.cze;24.lip;91.5;lip.45;11.kwi;65.5;0.04;0.32;kwi.68;0.65;0.11;kwi.68;51.2;48.6;lut.63;sty.94;0.07;maj.25;sty.62;0.29;0;0;0;0;37.7;04.cze;wrz.42;maj.22;42.2;02.sty;0.68;0.07;43.6;0.04;0.68;0.86;0.61;01.kwi;0.97;0;0;0;0;0.07;0.07;0.07;0;0;0;0;0;sty.69;01.sie;01.sty;0.61;0.07;0.76;01.kwi;53.8;0.65;11.maj;mar.67;32;maj.86;04.cze;01.sty;sty.55;0.4;0;sty.15;lut.27;mar.96;lut.81;0;59.7;kwi.24;23.lip;36.4;kwi.21;0.47;57.6;0.22;0.4;54.5;0.25;0.04;39.2;223.8;140.4;kwi.96;0.9;0;0.22;0.25;40.5;39.5;97.3;0.18;0.18;0;0;01.sie;01.sie;0.07;0.29;01.sie;0;0.04;0;sie.85;sty.98;0.97;67.1
2107;Mario Perrone;ITA;DF;Salernitana;Serie A;19;2003;1;0;15;0.2;0;0;0;0;0;0;0;0;0;0;35;45;77.8;580;210;15;15;100;20;20;100;0;10;0;0;0;0;0;0;0;45;35;10;0;0;5;0;0;0;0;0;0;25;10;10;35;0;0;10;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;5;0;0;0;0;0;0;0;5;0;50;5;25;25;5;0;40;0;0;0;0;0;35;70;35;5;0;0;0;0;40;35;87.5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2108;Pavao Pervan;AUT;GK;Wolfsburg;Bundesliga;34;1987;6;6;540;6;0;0;0;0;0;0;0;0;0;0;25.lut;33.3;75.5;637;346.2;cze.83;7;97.6;11;11;100;lip.33;15.mar;47.8;0;0;0;0;0;0;33.3;24.mar;9;01.maj;0;mar.83;0.17;0;0;0;0;0;19.lip;sty.33;12.mar;mar.67;23.mar;0;0;04.maj;25.lut;0;sty.17;0;0;0.17;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0;0.17;0.17;0;0;0.17;0;0;0;0;0;0;0;0;0;0;36.7;33.5;36.3;0.33;0;0;27.lip;0;0;0;0;0;19.lut;76.8;32.7;0;0;0;0;0;17;16.sie;99;0;0;0;0;0;0;0;0;0;0;0;0;kwi.33;0;0;0
2109;Matteo Pessina;ITA;MFFW;Atalanta;Serie A;25;1997;27;18;1438;16;0.06;sty.75;0.63;35.7;0.04;0.1;15.maj;0;0;0;44.2;53.6;82.4;716.3;181.4;21.sie;25.sty;86.8;18;20.wrz;86;03.cze;kwi.13;74.2;0.06;sty.38;mar.44;0.88;0.06;kwi.38;53.6;52.4;sty.25;0.81;0.13;10.sty;0.25;0.5;0;0;0;0;41.9;05.cze;cze.69;43.8;maj.69;lut.25;0.13;0.19;44.2;0.31;0.81;sty.44;sty.75;lut.44;lut.38;0;0.06;0;0;0;0.13;0.13;0;0;0;0;0;sty.75;sty.25;0.69;0.81;0.25;0.5;sty.75;28.cze;sty.25;18.sty;cze.81;37.6;mar.38;lip.69;07.cze;lut.19;0.25;0;sty.94;sty.31;03.cze;0.5;0;67.4;sty.13;10.lip;37.8;23.cze;kwi.13;66.3;sty.31;lut.13;61.8;01.maj;0.19;48.6;255.8;125.4;cze.31;sty.88;0.63;lut.75;01.maj;57.3;48.6;84.8;cze.31;0;0;0;01.cze;02.maj;0.25;0.5;sty.25;0;0;0;10.mar;02.cze;lut.44;45.8
2110;Andrea Petagna;ITA;FW;Napoli;Serie A;26;1995;24;4;586;06.maj;0.46;2;0.92;46.2;0.23;0.5;13.sty;0;0;0;18;24.cze;73.1;273.4;34.8;10;11.sie;84.4;cze.15;sie.15;75.5;01.sie;lut.31;46.7;0.15;sty.54;0.62;0.46;0;0.92;24.cze;23.kwi;sty.23;0;0.15;05.sie;0.77;0.92;0;0;0;0;16.maj;kwi.46;mar.69;13.sty;lip.23;sty.23;0;sty.38;18;0;0.62;sty.38;01.sie;lut.31;sty.69;0;0.15;0;0.15;0.31;0.15;0.15;0;0;0;0;0;0.62;0.62;0;0.31;0.31;0.31;0.46;66.7;0.15;13.lut;kwi.92;37.2;0.92;maj.23;07.sie;0.15;0;0;0.15;0;0.62;0.46;0;37.1;0.77;kwi.31;19.sie;16.maj;05.sie;35.8;sty.69;lut.77;61.1;sty.69;0;27.kwi;168.6;66.6;lut.92;sty.54;0.92;lut.92;lut.62;47.7;30;62.9;lip.69;0.15;0;0;lut.46;lut.46;0.31;0.92;0.62;0;0;0;mar.69;lut.15;03.sie;41.2
